ID;NACHNAME;VORNAME;ORTSZUSATZ;ADEL;PRAEFIX;ANREDE_TITEL;GESCHLECHT;BERUF;PARTEI_KURZ;WP
11001519;Möhring;Helmuth;;;;;männlich;Bäcker;SPD;7
11001519;Möhring;Helmuth;;;;;männlich;Bäcker;SPD;8
11001519;Möhring;Helmuth;;;;;männlich;Bäcker;SPD;9
11001519;Möhring;Helmuth;;;;;männlich;Bäcker;SPD;10
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;7
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;8
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;9
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;10
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;11
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;12
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;13
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;14
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;15
11001520;Möllemann;Jürgen W.;;;;;männlich;Unternehmensberater, Lehrer, Bundesminister;FDP;15
11001521;Möller;Alex;;;;Dr.;männlich;Professor, Bundesminister;SPD;4
11001521;Möller;Alex;;;;Dr.;männlich;Professor, Bundesminister;SPD;5
11001521;Möller;Alex;;;;Dr.;männlich;Professor, Bundesminister;SPD;6
11001521;Möller;Alex;;;;Dr.;männlich;Professor, Bundesminister;SPD;7
11001522;Möller;Franz;;;;Dr.;männlich;Rechtsanwalt, Ministerialdirigent;CDU;8
11001522;Möller;Franz;;;;Dr.;männlich;Rechtsanwalt, Ministerialdirigent;CDU;9
11001522;Möller;Franz;;;;Dr.;männlich;Rechtsanwalt, Ministerialdirigent;CDU;10
11001522;Möller;Franz;;;;Dr.;männlich;Rechtsanwalt, Ministerialdirigent;CDU;11
11001522;Möller;Franz;;;;Dr.;männlich;Rechtsanwalt, Ministerialdirigent;CDU;12
11001523;Möller;Heiner;Lübeck;;;;männlich;Mineralölkaufmann;CDU;7
11001524;Mönikes;Anna;;;;;weiblich;Hausfrau;CDU;5
11001525;Moerchel;Siegfried;;;;Dr.;männlich;Praktischer Arzt;CDU;2
11001526;Moersch;Karl;;;;;männlich;Staatsminister im Auswärtigen Amt;FDP;4
11001526;Moersch;Karl;;;;;männlich;Staatsminister im Auswärtigen Amt;FDP;5
11001526;Moersch;Karl;;;;;männlich;Staatsminister im Auswärtigen Amt;FDP;6
11001526;Moersch;Karl;;;;;männlich;Staatsminister im Auswärtigen Amt;FDP;7
11001527;Moll;Matthias;;;;;männlich;Geschäftsführer;SPD;2
11001528;Molnar;Thomas;;;;;männlich;Architekt, Regierungsbaumeister;CDU;12
11001529;Mommer;Karl;;;;Dr.;männlich;Geschäftsführer, Vizepräsident DBT;SPD;1
11001529;Mommer;Karl;;;;Dr.;männlich;Geschäftsführer, Vizepräsident DBT;SPD;2
11001529;Mommer;Karl;;;;Dr.;männlich;Geschäftsführer, Vizepräsident DBT;SPD;3
11001529;Mommer;Karl;;;;Dr.;männlich;Geschäftsführer, Vizepräsident DBT;SPD;4
11001529;Mommer;Karl;;;;Dr.;männlich;Geschäftsführer, Vizepräsident DBT;SPD;5
11001530;Moosdorf;Kurt;;;;;männlich;Schreiner, Bürgermeister;SPD;1
11001531;Morgenstern;Heinz;;;;Dr.;männlich;Rechtsanwalt und Notar;SPD;4
11001531;Morgenstern;Heinz;;;;Dr.;männlich;Rechtsanwalt und Notar;SPD;5
11001532;Morgenstern;Luise;;;;;weiblich;Hausfrau;SPD;11
11001532;Morgenstern;Luise;;;;;weiblich;Hausfrau;SPD;11
11001533;Morgenstern;Marion;;;;Dr.;weiblich;Mitglied der Volkskammer, Diplomlehrerin;PDS;11
11001533;Kober;Marion;;;;;weiblich;Mitglied der Volkskammer, Diplomlehrerin;PDS;11
11001534;Morgenthaler;Wendelin;;;;;männlich;Volksschulrektor, Bürgermeister;CDU;2
11001534;Morgenthaler;Wendelin;;;;;männlich;Volksschulrektor, Bürgermeister;CDU;1
11001535;Mosdorf;Siegmar;;;;;männlich;Geschäftsführer;SPD;12
11001535;Mosdorf;Siegmar;;;;;männlich;Geschäftsführer;SPD;13
11001535;Mosdorf;Siegmar;;;;;männlich;Geschäftsführer;SPD;14
11001536;Muckermann;Richard;;;;;männlich;Schriftsteller;CDU;1
11001536;Muckermann;Richard;;;;;männlich;Schriftsteller;CDU;2
11001536;Muckermann;Richard;;;;;männlich;Schriftsteller;CDU;3
11001537;Mücke;Willibald;;;;Dr.;männlich;Rechtsanwalt;SPD;1
11001538;Mühlen;Klaus;;Freiherr;von;;männlich;Verleger, Journalist;FDP;3
11001538;Mühlen;Klaus;;Freiherr;von;;männlich;Verleger, Journalist;FDP;4
11001539;Mühlenberg;Franz;;;;;männlich;Vorarbeiter;CDU;1
11001539;Mühlenberg;Franz;;;;;männlich;Vorarbeiter;CDU;2
11001539;Mühlenberg;Franz;;;;;männlich;Vorarbeiter;CDU;3
11001540;Mühlenfeld;Hans;;;;Dr.;männlich;Jurist;DP;1
11001541;Mühlhan;Bernhard;;;;Dr.;männlich;Forschungsbeauftragter;FDP;5
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;4
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;5
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;6
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;7
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;8
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;9
11001542;Müller;Adolf;Remscheid;;;;männlich;Facharbeiter;CDU;10
11001543;Müller;Albrecht;Pleisweiler;;;;männlich;Dipl.-Volkswirt, selbstständig;SPD;11
11001543;Müller;Albrecht;Pleisweiler;;;;männlich;Dipl.-Volkswirt, selbstständig;SPD;12
11001544;Müller;Alfons;Wesseling;;;;männlich;Geschäftsführer;CDU;9
11001544;Müller;Alfons;Wesseling;;;;männlich;Geschäftsführer;CDU;10
11001544;Müller;Alfons;Wesseling;;;;männlich;Geschäftsführer;CDU;11
11001544;Müller;Alfons;Wesseling;;;;männlich;Geschäftsführer;CDU;12
11001545;Müller;Christian;Zittau;;;;männlich;Dipl.-Ingenieur;SPD;12
11001545;Müller;Christian;Zittau;;;;männlich;Dipl.-Ingenieur;SPD;13
11001545;Müller;Christian;Zittau;;;;männlich;Dipl.-Ingenieur;SPD;14
11001545;Müller;Christian;Zittau;;;;männlich;Dipl.-Ingenieur;SPD;15
11001546;Müller;Elmar;Kirchheim;;;;männlich;Landesgeschäftsführer;CDU;12
11001546;Müller;Elmar;Kirchheim;;;;männlich;Landesgeschäftsführer;CDU;13
11001546;Müller;Elmar;Kirchheim;;;;männlich;Landesgeschäftsführer;CDU;14
11001547;Müller;Gebhard;Ludwigsburg;;;Dr.;männlich;Ministerpräsident;CDU;2
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;5
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;7
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;8
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;9
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;10
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;11
11001548;Müller;Günther;München;;;Dr.;männlich;Historiker;CSU;12
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;5
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;6
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;7
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;8
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;9
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;10
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;11
11001548;Müller;Günther;;;;Dr.;männlich;Historiker;CSU;12
11001549;Müller;Hans;Erbendorf;;;;männlich;Kohleneinzelhändler;SPD;2
11001549;Müller;Hans;Erbendorf;;;;männlich;Kohleneinzelhändler;SPD;3
11001549;Müller;Hans;Erbendorf;;;;männlich;Kohleneinzelhändler;SPD;4
11001550;Müller;Hans-Werner;Wadern;;;;männlich;Maschinenbaumeister, Diplomhandelslehrer;CDU;8
11001550;Müller;Hans-Werner;Wadern;;;;männlich;Maschinenbaumeister, Diplomhandelslehrer;CDU;9
11001550;Müller;Hans-Werner;Wadern;;;;männlich;Maschinenbaumeister, Diplomhandelslehrer;CDU;10
11001550;Müller;Hans-Werner;Wadern;;;;männlich;Maschinenbaumeister, Diplomhandelslehrer;CDU;11
11001550;Müller;Hans-Werner;Wadern;;;;männlich;Maschinenbaumeister, Diplomhandelslehrer;CDU;12
11001551;Müller;Heinrich;Hessen;;;;männlich;Sportlehrer, Verwaltungsbeamter, Landrat;SPD;1
11001552;Müller;Heinrich;Nordenham;;;;männlich;Geschäftsführer;SPD;4
11001552;Müller;Heinrich;Nordenham;;;;männlich;Geschäftsführer;SPD;6
11001552;Müller;Heinrich;Nordenham;;;;männlich;Geschäftsführer;SPD;7
11001552;Müller;Heinrich;Nordenham;;;;männlich;Geschäftsführer;SPD;8
11001553;Müller;Joachim;Bremen;;;Dr.;männlich;Hochschulassistent für Betriebswirtschaftslehre, Diplomkaufmann;GRÜNE;10
11001554;Müller;Johannes;Berlin;;;;männlich;Elektromeister, Gewerkschaftssekretär;CDU;4
11001554;Müller;Johannes;Berlin;;;;männlich;Elektromeister, Gewerkschaftssekretär;CDU;5
11001554;Müller;Johannes;Berlin;;;;männlich;Elektromeister, Gewerkschaftssekretär;CDU;6
11001554;Müller;Johannes;Berlin;;;;männlich;Elektromeister, Gewerkschaftssekretär;CDU;7
11001554;Müller;Johannes;Berlin;;;;männlich;Elektromeister, Gewerkschaftssekretär;CDU;8
11001555;Müller;Josef;Aachen-Land;;;;männlich;Realschullehrer;CDU;4
11001555;Müller;Josef;Aachen-Land;;;;männlich;Realschullehrer;CDU;5
11001555;Müller;Josef;Aachen-Land;;;;männlich;Realschullehrer;CDU;6
11001556;Müller;Jutta;Völklingen;;;;weiblich;Sparkassenfachwirtin;SPD;12
11001556;Müller;Jutta;Völklingen;;;;weiblich;Sparkassenfachwirtin;SPD;13
11001556;Müller;Jutta;Völklingen;;;;weiblich;Sparkassenfachwirtin;SPD;14
11001557;Müller;Karl;Bonn;;;Dr.;männlich;Direktor;CDU;1
11001557;Müller;Karl;Bonn;;;Dr.;männlich;Direktor;CDU;2
11001558;Müller;Karl;Ravensburg;;;;männlich;Kaufmännischer Angestellter;SPD;3
11001558;Müller;Karl;Ravensburg;;;;männlich;Kaufmännischer Angestellter;SPD;4
11001558;Müller;Karl;Ravensburg;;;;männlich;Kaufmännischer Angestellter;SPD;5
11001559;Müller;Karl;Wehdel;;;;männlich;Dipl.-Landwirt;DP;2
11001559;Müller;Karl;Wehdel;;;;männlich;Dipl.-Landwirt;DP;2
11001559;Müller;Karl;Wehdel;;;;männlich;Dipl.-Landwirt;DP;2
11001560;Müller;Kurt;Hannover;;;;männlich;Angestellter, Werkzeugmacher;KPD;1
11001560;Müller;Kurt;Hannover;;;;männlich;Angestellter, Werkzeugmacher;KPD;1
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;10
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;11
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;12
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;13
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;13
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;14
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;15
11001561;Müller;Michael;Düsseldorf;;;;männlich;Dipl.-Betriebswirt, Parl. Staatssekretär;SPD;16
11001562;Müller;Oskar;Frankfurt;;;;männlich;Bankangestellter, Staatsminister;KPD;1
11001563;Müller;Richard;Bayreuth;;;;männlich;Oberamtsrat;SPD;7
11001563;Müller;Richard;Bayreuth;;;;männlich;Oberamtsrat;SPD;8
11001563;Müller;Richard;Bayreuth;;;;männlich;Oberamtsrat;SPD;9
11001564;Müller;Rudolf;Niederfischbach;;;;männlich;Gewerkschaftssekretär;CDU;6
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;7
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;8
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;9
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;10
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;11
11001565;Müller;Rudolf;Schweinfurt;;;;männlich;Studiendirektor;SPD;12
11001566;Müller;Willi;Mülheim;;;;männlich;Angestellter;SPD;5
11001566;Müller;Willi;Mülheim;;;;männlich;Angestellter;SPD;6
11001566;Müller;Willi;Mülheim;;;;männlich;Angestellter;SPD;7
11001566;Müller;Willi;Mülheim;;;;männlich;Angestellter;SPD;8
11001567;Müller;Willy;Worms;;;;männlich;Fabrikdirektor;SPD;1
11001567;Müller;Willy;Worms;;;;männlich;Fabrikdirektor;SPD;2
11001567;Müller;Willy;Worms;;;;männlich;Fabrikdirektor;SPD;3
11001567;Müller;Willy;Worms;;;;männlich;Fabrikdirektor;SPD;4
11001567;Müller;Willy;Worms;;;;männlich;Fabrikdirektor;SPD;5
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;4
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;5
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;6
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;7
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;8
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;9
11001568;Müller-Emmert;Adolf;;;;Dr.;männlich;Rechtsanwalt, Oberstaatsanwalt;SPD;10
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;1
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;2
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;3
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;4
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;5
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;6
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;7
11001569;Müller-Hermann;Ernst;;;;Dr.;männlich;Volkswirt, Schriftleiter;CDU;8
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;7
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;8
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;9
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;10
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;11
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;12
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;14
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;15
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;16
11001570;Müntefering;Franz;;;;;männlich;Industriekaufmann, Bundesminister;SPD;17
11001571;Müser;Franzjosef;;;;;männlich;Bergwerksdirektor;CDU;2
11001571;Müser;Franzjosef;;;;;männlich;Bergwerksdirektor;CDU;3
11001571;Müser;Franzjosef;;;;;männlich;Bergwerksdirektor;CDU;4
11001572;Müser;Willi;;;;;männlich;Bundesbahninspektor;CDU;5
11001573;Müthling;Hans;;;;Dr.;männlich;Oberbürgermeister;SPD;5
11001573;Müthling;Hans;;;;Dr.;männlich;Oberbürgermeister;SPD;6
11001574;Mulert;Friederike;;;;Dr.;weiblich;Ärztin;FDP;1
11001575;Munzinger;Oskar;;;;;männlich;Rechtsanwalt;SPD;3
11001576;Murr;Leonhard;;;;;männlich;Landwirt;FDP;3
11001576;Murr;Leonhard;;;;;männlich;Landwirt;FDP;4
11001577;Mursch;Karl-Heinz;Soltau-Harburg;;;;männlich;Ministerialrat;CDU;6
11001577;Mursch;Karl-Heinz;Soltau-Harburg;;;;männlich;Ministerialrat;CDU;7
11001578;Nadig;Frieda;;;;;weiblich;Wohlfahrtpflegerin;SPD;1
11001578;Nadig;Frieda;;;;;weiblich;Wohlfahrtpflegerin;SPD;2
11001578;Nadig;Frieda;;;;;weiblich;Wohlfahrtpflegerin;SPD;3
11001579;Naegel;Wilhelm;;;;;männlich;Dipl.-Kaufmann;CDU;1
11001579;Naegel;Wilhelm;;;;;männlich;Dipl.-Kaufmann;CDU;2
11001580;Nagel;Werner;;;;;männlich;Feinmechaniker;SPD;7
11001580;Nagel;Werner;;;;;männlich;Feinmechaniker;SPD;8
11001580;Nagel;Werner;;;;;männlich;Feinmechaniker;SPD;9
11001580;Nagel;Werner;;;;;männlich;Feinmechaniker;SPD;10
11001580;Nagel;Werner;;;;;männlich;Feinmechaniker;SPD;11
11001581;Nann;Alfred;;;;Dr.;männlich;Oberregierungslandwirtschaftsrat;SPD;5
11001582;Narjes;Karl-Heinz;;;;Dr.;männlich;Landesminister;CDU;7
11001582;Narjes;Karl-Heinz;;;;Dr.;männlich;Landesminister;CDU;8
11001582;Narjes;Karl-Heinz;;;;Dr.;männlich;Landesminister;CDU;9
11001583;Neber;Jakob;;;;;männlich;Landwirt;CDU;1
11001584;Neemann;Georg;;;;;männlich;Angestellter, Geschäftsführer, Mitgl. DGB-Bundesvorstand;SPD;5
11001584;Neemann;Georg;;;;;männlich;Angestellter, Geschäftsführer, Mitgl. DGB-Bundesvorstand;SPD;6
11001585;Nehm;Albert;;;;;männlich;Stellmacher;SPD;8
11001585;Nehm;Albert;;;;;männlich;Stellmacher;SPD;9
11001585;Nehm;Albert;;;;;männlich;Stellmacher;SPD;10
11001585;Nehm;Albert;;;;;männlich;Stellmacher;SPD;11
11001586;Nelle;Engelbert;;;;;männlich;Diplom-Handelslehrer;CDU;9
11001586;Nelle;Engelbert;;;;;männlich;Diplom-Handelslehrer;CDU;10
11001586;Nelle;Engelbert;;;;;männlich;Diplom-Handelslehrer;CDU;11
11001586;Nelle;Engelbert;;;;;männlich;Diplom-Handelslehrer;CDU;12
11001586;Nelle;Engelbert;;;;;männlich;Diplom-Handelslehrer;CDU;13
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;1
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;2
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;3
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;3
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;4
11001587;Nellen;Peter;;;;;männlich;Regierungsrat;SPD;5
11001588;Neubauer;Kurt;;;;;männlich;Feinmechaniker;SPD;1
11001588;Neubauer;Kurt;;;;;männlich;Feinmechaniker;SPD;2
11001588;Neubauer;Kurt;;;;;männlich;Feinmechaniker;SPD;3
11001588;Neubauer;Kurt;;;;;männlich;Feinmechaniker;SPD;4
11001589;Neuburger;August;;;;;männlich;Ministerialrat , Rechtsanwalt;CDU;1
11001589;Neuburger;August;;;;;männlich;Ministerialrat , Rechtsanwalt;CDU;2
11001589;Neuburger;August;;;;;männlich;Ministerialrat , Rechtsanwalt;CDU;3
11001590;Neuhaus;Alfred Hubertus;;;;;männlich;Kaufmann;CDU;8
11001590;Neuhaus;Alfred Hubertus;;;;;männlich;Kaufmann;CDU;9
11001591;Neuhausen;Friedrich;;;;;männlich;Geschäftsführer;FDP;9
11001591;Neuhausen;Friedrich;;;;;männlich;Geschäftsführer;FDP;10
11001591;Neuhausen;Friedrich;;;;;männlich;Geschäftsführer;FDP;11
11001592;Neuling;Christian;;;;Dr.;männlich;Kaufmann;CDU;11
11001592;Neuling;Christian;;;;Dr.;männlich;Kaufmann;CDU;12
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;11
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;12
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;13
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;14
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;15
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;16
11001593;Neumann;Bernd;Bremen;;;;männlich;Pädagoge, Parl. Staatssekretär , Staatsminister;CDU;17
11001594;Neumann;Erich Peter;Allensbach;;;;männlich;Institutsleiter;CDU;4
11001595;Neumann;Franz;;;;;männlich;Bürgermeister;SPD;1
11001595;Neumann;Franz;;;;;männlich;Bürgermeister;SPD;2
11001595;Neumann;Franz;;;;;männlich;Bürgermeister;SPD;3
11001595;Neumann;Franz;;;;;männlich;Bürgermeister;SPD;4
11001595;Neumann;Franz;;;;;männlich;Bürgermeister;SPD;5
11001595;Neumann;Franz;Berlin;;;;männlich;Bürgermeister;SPD;1
11001595;Neumann;Franz;Berlin;;;;männlich;Bürgermeister;SPD;2
11001595;Neumann;Franz;Berlin;;;;männlich;Bürgermeister;SPD;3
11001595;Neumann;Franz;Berlin;;;;männlich;Bürgermeister;SPD;4
11001595;Neumann;Franz;Berlin;;;;männlich;Bürgermeister;SPD;5
11001596;Neumann;Gerhard;Gotha;;;;männlich;Logopäde;SPD;12
11001596;Neumann;Gerhard;Gotha;;;;männlich;Logopäde;SPD;13
11001596;Neumann;Gerhard;Gotha;;;;männlich;Logopäde;SPD;14
11001597;Neumann;Paul;Stelle;;;;männlich;Gemeindedirektor;SPD;5
11001597;Neumann;Paul;Stelle;;;;männlich;Gemeindedirektor;SPD;6
11001597;Neumann;Paul;Stelle;;;;männlich;Gemeindedirektor;SPD;7
11001597;Neumann;Paul;Stelle;;;;männlich;Gemeindedirektor;SPD;8
11001597;Neumann;Paul;Stelle;;;;männlich;Gemeindedirektor;SPD;9
11001597;Neumann;Paul;;;;;männlich;Gemeindedirektor;SPD;5
11001597;Neumann;Paul;;;;;männlich;Gemeindedirektor;SPD;6
11001597;Neumann;Paul;;;;;männlich;Gemeindedirektor;SPD;7
11001597;Neumann;Paul;;;;;männlich;Gemeindedirektor;SPD;8
11001597;Neumann;Paul;;;;;männlich;Gemeindedirektor;SPD;9
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;8
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;9
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;10
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;12
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;13
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;14
11001598;Neumann;Volker;Bramsche;;;;männlich;Rechtsanwalt und Notar;SPD;15
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;1
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;2
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;2
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;2
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;2
11001599;Neumayer;Fritz;;;;Dr.;männlich;Bundesminister der Justiz;FDP;2
11001600;Neumeister;Hanna;;;;Dr.;weiblich;Zahnärztin;CDU;7
11001600;Neumeister;Hanna;;;;Dr.;weiblich;Zahnärztin;CDU;8
11001600;Neumeister;Hanna;;;;Dr.;weiblich;Zahnärztin;CDU;9
11001600;Neumeister;Hanna;;;;Dr.;weiblich;Zahnärztin;CDU;10
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;10
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;11
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;11
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;13
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;14
11001601;Nickels;Christa;;;;;weiblich;Fachkrankenschwester;BÜNDNIS 90/DIE GRÜNEN;15
11001602;Nickl;Christof;;;;;männlich;Landwirt;CSU;1
11001603;Nieberg;Wilhelm;;;;;männlich;Kaufmann;CDU;3
11001603;Nieberg;Wilhelm;;;;;männlich;Kaufmann;CDU;4
11001604;Niebergall;Otto;;;;;männlich;Journalist;KPD;1
11001605;Niebes;Heinrich;;;;;männlich;Kaufmännischer Angestellter;KPD;1
11001606;Niedenthal;Erhard;;;;;männlich;Polizeibeamter;CDU;12
11001607;Niederalt;Alois;;;;;männlich;Regierungsdirektor , Bundesminister für Angelegenh. d. Bundesrates u. Länder;CSU;2
11001607;Niederalt;Alois;;;;;männlich;Regierungsdirektor , Bundesminister für Angelegenh. d. Bundesrates u. Länder;CSU;3
11001607;Niederalt;Alois;;;;;männlich;Regierungsdirektor , Bundesminister für Angelegenh. d. Bundesrates u. Länder;CSU;4
11001607;Niederalt;Alois;;;;;männlich;Regierungsdirektor , Bundesminister für Angelegenh. d. Bundesrates u. Länder;CSU;5
11001608;Niegel;Lorenz;;;;;männlich;Dipl.-Ingenieur (FH);CSU;6
11001608;Niegel;Lorenz;;;;;männlich;Dipl.-Ingenieur (FH);CSU;7
